65,0,18.05,
61,0,24.7,
60,0,20.3,
59,0,20.9,
58,0,35.45,
54,0,17.15,
52,0,35.1,
51,0,9,
48,0,42.95,
42,0,38.8,
40,0,50.45,
24,0,25.75,
22,0,32.4,
21,0,27.95,
11,0,18.05,
2,0,11,
1,0,33.05,
